item_id,po_id,item_name,oem_part_code,quantity,uom,unit_price,discount,taxable,gst_rate,gst_amount,billable_value,total_qty,created_at,updated_at
83,1343,40240854,0,4.00,Nos,650.00,0.00,2600.00,,468.00,3068.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
84,1343,40240851,0,4.00,Nos,750.00,0.00,3000.00,,540.00,3540.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
85,1343,40241139,0,5.00,Nos,2320.00,0.00,11600.00,,2088.00,13688.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
86,1343,40241716,0,6.00,Nos,450.00,0.00,2700.00,,486.00,3186.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
87,1343,40241015,0,4.00,Nos,530.00,0.00,2120.00,,381.60,2501.60,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
88,1343,40241033,0,4.00,Nos,300.00,0.00,1200.00,,216.00,1416.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
89,1343,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.40,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
90,878,40630373,0,10.00,Nos,3290.00,7567.00,25333.00,,4559.94,29892.94,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
91,878,40630344,0,20.00,Nos,6910.00,31786.00,106414.00,,19154.52,125568.52,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
92,878,40630238,0,10.00,Nos,4190.00,9637.00,32263.00,,5807.34,38070.34,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
93,878,40630239,0,10.00,Nos,4020.00,9246.00,30954.00,,5571.72,36525.72,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
94,878,40630240,0,10.00,Nos,4460.00,10258.00,34342.00,,6181.56,40523.56,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
95,878,40630371,0,15.00,Nos,4190.00,14455.50,48394.50,,8711.01,57105.51,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
96,878,40630241,0,10.00,Nos,4020.00,9246.00,30954.00,,5571.72,36525.72,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
97,878,40630242,0,15.00,Nos,4470.00,15421.50,51628.50,,9293.13,60921.63,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
98,878,40630243,0,20.00,Nos,5400.00,24840.00,83160.00,,14968.80,98128.80,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
99,878,40630345,0,30.00,Nos,6940.00,47886.00,160314.00,,28856.52,189170.52,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
100,878,40630033,0,20.00,Nos,5660.00,26036.00,87164.00,,15689.52,102853.52,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
101,878,40630032,0,25.00,Nos,5660.00,32545.00,108955.00,,19611.90,128566.90,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
102,878,40630372,0,15.00,Nos,3720.00,12834.00,42966.00,,7733.88,50699.88,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
103,878,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.44,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
104,1596,40381214,0,20.00,Nos,3900.00,5460.00,72540.00,,13057.20,85597.20,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
105,1596,30103890,0,50.00,Nos,82.00,287.00,3813.00,,686.34,4499.34,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
106,1284,41220054,0,1.00,Nos,1402.34,0.00,1402.34,,392.66,1795.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
107,1596,40245245,0,5.00,Nos,7000.00,2450.00,32550.00,,5859.00,38409.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
108,1596,40351215,0,50.00,Nos,98.00,343.00,4557.00,,820.26,5377.26,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
109,1596,40101320,0,100.00,Nos,135.00,945.00,12555.00,,2259.90,14814.90,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
110,1596,30103887,0,100.00,Nos,195.00,1365.00,18135.00,,3264.30,21399.30,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
111,1596,40560461,0,9.00,Nos,75.00,47.25,627.75,,113.00,740.75,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
112,1596,40108782,0,50.00,Nos,89.00,311.50,4138.50,,744.93,4883.43,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
113,1596,40242349,0,200.00,Nos,69.00,966.00,12834.00,,2310.12,15144.12,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
114,1596,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.30,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
115,69,40140354,0,28.00,Nos,8242.00,0.00,230776.00,,64617.28,295393.28,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
116,69,40140732,0,4.00,Nos,10547.00,0.00,42188.00,,11812.64,54000.64,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
117,69,40140570,0,2.00,Nos,6641.00,0.00,13282.00,,3718.96,17000.96,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
118,69,30140194,0,500.00,Ltrs,16.00,0.00,8000.00,,2240.00,10240.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
119,69,30140049,0,20.00,Ltrs,25.00,0.00,500.00,,140.00,640.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
120,69,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.12,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
121,415,40380180,0,5.00,Nos,18500.00,0.00,92500.00,,16650.00,109150.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
122,415,40146798,0,10.00,Nos,595.00,0.00,5950.00,,1071.00,7021.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
123,415,40210282,0,10.00,Nos,2714.00,0.00,27140.00,,4885.20,32025.20,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
124,415,40448040,0,10.00,Nos,1642.00,0.00,16420.00,,2955.60,19375.60,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
125,415,40400184,0,20.00,Nos,738.00,0.00,14760.00,,2656.80,17416.80,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
126,415,40010434,0,10.00,Nos,787.00,0.00,7870.00,,1416.60,9286.60,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
127,415,40410511,0,5.00,Nos,2794.00,0.00,13970.00,,2514.60,16484.60,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
128,415,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.20,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
129,1948,40470008,0,20.00,Nos,133.00,133.00,2527.00,,454.86,2981.86,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
130,1948,40550098,0,5.00,Nos,6979.00,1744.75,33150.25,,5967.05,39117.30,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
131,1948,72030101,0,2.00,Nos,99131.00,9913.10,188348.90,,33902.80,222251.70,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
132,1948,40146797,0,5.00,Nos,7138.00,1784.50,33905.50,,6102.99,40008.49,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
133,1948,40180571,0,5.00,Nos,458.00,114.50,2175.50,,391.59,2567.09,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
134,1948,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.44,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
135,995,30140114,0,300.00,Nos,40.00,0.00,12000.00,,2160.00,14160.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
136,995,60330020,0,5.00,Nos,165.00,0.00,825.00,,148.50,973.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
137,995,30160034,0,2.00,Nos,5.00,0.00,10.00,,1.80,11.80,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
138,995,30160067,0,50.00,Nos,10.00,0.00,500.00,,90.00,590.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
139,995,40120586,0,20.00,Nos,650.00,0.00,13000.00,,2340.00,15340.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
140,995,40120587,0,20.00,Nos,695.00,0.00,13900.00,,2502.00,16402.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
141,995,30100023,0,60.00,Nos,48.00,0.00,2880.00,,518.40,3398.40,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
142,995,30160069,0,100.00,Nos,5.00,0.00,500.00,,90.00,590.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
143,995,30350009,0,20.00,Nos,55.00,0.00,1100.00,,198.00,1298.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
144,995,30140202,0,5.00,Nos,290.00,0.00,1450.00,,261.00,1711.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
145,995,40103801,0,10.00,Nos,165.00,0.00,1650.00,,297.00,1947.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
146,995,30140051,0,2.00,Nos,5250.00,0.00,10500.00,,1890.00,12390.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
147,995,30140017,0,60.00,Nos,275.00,0.00,16500.00,,2970.00,19470.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
148,995,30140112,0,150.00,Nos,72.00,0.00,10800.00,,1944.00,12744.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
149,995,30140142,0,150.00,Nos,130.00,0.00,19500.00,,3510.00,23010.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
150,995,30140121,0,150.00,Nos,74.00,0.00,11100.00,,1998.00,13098.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
151,995,30140244,0,10.00,Nos,70.00,0.00,700.00,,126.00,826.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
152,995,30300005,0,2.00,Nos,2250.00,0.00,4500.00,,810.00,5310.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
153,995,40102780,0,2.00,Nos,650.00,0.00,1300.00,,234.00,1534.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
154,995,30270003,0,10.00,Nos,65.00,0.00,650.00,,117.00,767.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
155,995,40101899,0,5.00,Nos,100.00,0.00,500.00,,90.00,590.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
156,995,40440721,0,10.00,Nos,1250.00,0.00,12500.00,,2250.00,14750.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
157,995,30140392,0,15.00,Nos,65.00,0.00,975.00,,175.50,1150.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
158,995,30420095,0,25.00,Nos,50.00,0.00,1250.00,,225.00,1475.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
159,995,30420096,0,25.00,Nos,50.00,0.00,1250.00,,225.00,1475.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
160,995,30100064,0,50.00,Nos,12.00,0.00,600.00,,108.00,708.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
161,995,30140219,0,50.00,Nos,8.00,0.00,400.00,,72.00,472.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
162,995,30140220,0,50.00,Nos,8.00,0.00,400.00,,72.00,472.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
163,995,30100058,0,450.00,Kgs,37.00,0.00,16650.00,,2997.00,19647.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
164,995,40102141,0,3.00,Nos,4850.00,0.00,14550.00,,2619.00,17169.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
165,995,30140113,0,10.00,Nos,32.00,0.00,320.00,,57.60,377.60,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
166,995,30140058,0,140.00,Nos,62.00,0.00,8680.00,,1562.40,10242.40,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
167,995,30100203,0,24.00,Nos,25.00,0.00,600.00,,108.00,708.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
168,995,30100103,0,50.00,Nos,62.00,0.00,3100.00,,558.00,3658.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
169,995,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.20,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
170,1859,40140734,0,30.00,Nos,600.00,0.00,18000.00,,3240.00,21240.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
171,1089,30140420,0,30.00,Nos,270.00,0.00,8100.00,,1458.00,9558.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
172,1089,30100059,0,450.00,Kgs,35.00,0.00,15750.00,,2835.00,18585.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
173,1089,40010008,0,10.00,Nos,275.00,0.00,2750.00,,495.00,3245.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
174,1089,40140734,0,30.00,Nos,600.00,0.00,18000.00,,3240.00,21240.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
175,1089,30140272,0,210.00,Nos,8.00,0.00,1680.00,,302.40,1982.40,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
176,1089,60260005,0,2.00,Nos,275.00,0.00,550.00,,99.00,649.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
177,1089,60210005,0,10.00,Nos,145.00,0.00,1450.00,,261.00,1711.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
178,1089,40141036,0,5.00,Nos,950.00,0.00,4750.00,,855.00,5605.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
179,1089,50210382,0,3.00,Nos,150.00,0.00,450.00,,81.00,531.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
