50,CM24-25POAR 893,22-01-2025,,,,,,,,,,31:03.3,31:03.3,S03528,WIRTGEN INDIA PVT. LTD-JH,20AAACW2816R1Z7,,HOUSE NO. O-SFS99JharkhandIndia,AAACW2816R  ,close
51,TP24-25/PO 1332,03-02-2025,,,,,,,,,,31:03.3,31:03.3,S06399,KARTAR MOTORS,22AAKCS8152Q2ZP,,VILLAGE BODSARABILASPURChhattisgarhIndia,AAKCS8152Q  ,close
52,PC24-25POAR 594,23-03-2025,,,,,,,,,,31:03.3,31:03.3,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  ,close
53,TP24-25/PO 1465,16-02-2025,,,,,,,,,,31:03.3,31:03.3,S06726,TAYAL AUTO PARTS,22AMUPG8491M1ZA,,"DHIMRAPIR CHOWK,JINDAL ROAD,RAIGARH,RAIGARH(C.G)RAIGARHChhattisgarhIndia",AMUPG8491M  ,close
54,TP24-25/PO 1352,02-02-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
55,CM24-25POAR 945,01-02-2025,,,,,,,,,,31:03.3,31:03.3,S00431,GANGA ENTERPRISES,20BAOPP8212Q1Z8,,NATRAJ NAGARHAZARIBAGJharkhandIndia,BAOPP8212Q  ,close
56,PC24-25POAR 523,15-02-2025,,,,,,,,,,31:03.3,31:03.3,S04920,BGR ROCK DRILLS,36CQFPB0867F1Z2,,"1-116,KESHAVAPURMEDCHALTelanganaIndia",CQFPB0867F  ,close
57,TP24-25/PO 1472,07-02-2025,,,,,,,,,,31:03.3,31:03.3,S06538,ZAFAR AUTO ELECTRICALS,22AQTPN3715C1Z0,,"DHIMRAPUR CHOUK,JINDAL ROAD,RAIGARH.ChhattisgarhIndia",AQTON3715C  ,close
58,AN24-25POAR 731,05-03-2025,,,,,,,,,,31:03.3,31:03.3,S03933,TIPPER AND HYDRAULIC SOLUTIONS,36AFOPM2951D1ZE,,"H NO. 2-148/8, 1ST FLOOR, FRONT PORTIONHYDERABADTelanganaIndia",AFOPM2951D  ,close
59,CM24-25POAR 1048,10-03-2025,,,,,,,,,,31:03.3,31:03.3,S05089,VALVOLINE CUMMINS PRIVATE LIMITED - JHARKHAND,20AAACW0287A1Z1,,DAMKARADHANBADJharkhandIndia,AAACW0287A  ,close
60,CM24-25POAR 848,09-01-2025,,,,,,,,,,31:03.3,31:03.3,S06877,ADITYA ENTERPRISES - JHARKHAND,20CBSPD7048G1ZQ,,CHHAYA NAGARJAMSHEDPURJharkhandIndia,CBSPD7048G  ,close
61,TP24-25POAR 1056,10-03-2025,,,,,,,,,,31:03.3,31:03.3,S04792,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,36AAGCT5084N1ZP,,"10-4-92/3, LB Nagar,HyderabadTelanganaIndia",AAGCT5084N  ,close
62,AN24-25/PO 784,27-03-2025,,,,,,,,,,31:03.3,31:03.3,S04174,J.K.TRADERS & CO,21AAYPR6261N1ZW,,HANDIDHUA CHOCKOdishaIndia,AAYPR6261N  ,close
63,TP24-25/PO 1289,17-01-2025,,,,,,,,,,31:03.3,31:03.3,S06836,SOLAR INDUSTRIES INDIA LIMITED - NAGPUR,27AACCS2132E1ZT,,"CHAKDOH PLANT KH NO 37-39 & 78-83,NAGPURMaharashtraIndia",AACCS2132E  ,close
64,CM24-25POAR 1033,03-03-2025,,,,,,,,,,31:03.3,31:03.3,S05090,INFRA EQUIP PRIVATE LIMITED,20AABCI3185J1ZS,,PARK GT ROAD(NH2)DHANBADJharkhandIndia,AABCI3185J  ,close
65,CM24-25POAR 982,13-02-2025,,,,,,,,,,31:03.3,31:03.3,S06646,REVETHI DEALERS PRIVATE LIMITED - JHARKHAND (NEW),20AABCR7242R2Z4,,"KHATA NO.26,PLOT NO.302,303,304JANGALPURJharkhandIndia",AABCR7242R  ,close
66,TP/PO 2,28-01-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
67,CM24-25POAR 863,16-01-2025,,,,,,,,,,31:03.3,31:03.3,S03870,GARUDA POWER PRIVATE LTD-JHARKHAND,20AADCG3908M1ZR,,"PLOT NO.43, WARD NO. 194JharkhandIndia",AADCG3908M  ,close
68,PC24-25/PO 330,14-02-2025,,,,,,,,,,31:03.3,31:03.3,S06105,DRISHTI ENTERPRISES,20ACWPB1303R1ZN,,NULLNULLNULLNULL,ACWPB1303R  ,close
69,CM24-25POAR 819,02-01-2025,,,,,,,,,,31:03.3,31:03.3,S04444,ARSHYAN BATTERY,20BOHPA1007F1Z1,,MAIN ROADJharkhandIndia,BOHPA1007F  ,close
70,AN24-25POAR 728,01-03-2025,,,,,,,,,,31:03.3,31:03.3,S04513,DOZER WORLD PRIVATE LIMITED - ODISHA,21AADCD2500J1ZC,,"APARAJITA APT.,FLAT  # 303, PL.#42,OdishaIndia",AADCD2500J  ,close
71,TP24-25/PO 1311,17-01-2025,,,,,,,,,,31:03.3,31:03.3,S06836,SOLAR INDUSTRIES INDIA LIMITED - NAGPUR,27AACCS2132E1ZT,,"CHAKDOH PLANT KH NO 37-39 & 78-83,NAGPURMaharashtraIndia",AACCS2132E  ,close
72,AN24-25/PO 590,04-01-2025,,,,,,,,,,31:03.3,31:03.3,S06271,OMM SAI ENGINEERING,21AAIFO3202G1ZW,,"BYE PASS ROAD,TALCHER,ODISHAOdishaIndia",AAIFO3202G  ,close
73,TP24-25/PO 1654,28-03-2025,,,,,,,,,,31:03.3,31:03.3,S04818,ESKAY ENGINEERING,20AXLPK9396F1Z6,,Godhar Near Power HouseJharkhandIndia,AXLPK9396F  ,close
74,AN24-25/PO 696,24-02-2025,,,,,,,,,,31:03.3,31:03.3,S04174,J.K.TRADERS & CO,21AAYPR6261N1ZW,,HANDIDHUA CHOCKOdishaIndia,AAYPR6261N  ,close
75,AN24-25POAR 657,30-01-2025,,,,,,,,,,31:03.3,31:03.3,S04081,HINGULA BATTERIES,21AGUPB9119R1ZT,,"BYE PASS,HATATOTAANGULOdishaIndia",AGUPB9119R  ,close
76,TP24-25POAR 1086,15-03-2025,,,,,,,,,,31:03.3,31:03.3,S06411,S.S.DIESELS,22ADIPV6203F1ZR,,"PHASE III,HDD 94,KABIR NAGARRAIPURChandigarhIndia",ADIPV6203F  ,close
77,TP24-25POAR 1075,13-03-2025,,,,,,,,,,31:03.3,31:03.3,S04483,PPS MOTORS PRIVATE LIMITED - ODISHA,21AAFCP8182N1Z0,,"2ND FLOOR,PLOT NO 80/A,KHORDHAOdishaIndia",AAFCP8182N  ,close
78,AN24-25POAR 587,07-01-2025,,,,,,,,,,31:03.3,31:03.3,S03098,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,36AABCD9558N1ZZ,,"PESHWARI PLAZAIDA Nacharam, Nacharam, HyderabadTelanganaIndia",AABCD9558N  ,close
79,AN24-25/PO 727,04-03-2025,,,,,,,,,,31:03.3,31:03.3,S05020,MALTEA GLOBAL SOLUTION PVT LTD,36AAMCM7546C1ZA,,"First Floor, Plot No 39, Mano Vikas Nagar,TelanganaIndia",AAMCM7546C  ,close
80,TP24-25/PO 1345,08-02-2025,,,,,,,,,,31:03.3,31:03.3,S06605,GAYATRI COMPUTERS,22DSFPB9039G1ZY,,NULLNULLNULLNULL,            ,close
81,AN24-25/PO 762,02-03-2025,,,,,,,,,,31:03.3,31:03.3,S04174,J.K.TRADERS & CO,21AAYPR6261N1ZW,,HANDIDHUA CHOCKOdishaIndia,AAYPR6261N  ,close
82,TP24-25/PO 1261,15-01-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
83,CM24-25POAR 1091,26-03-2025,,,,,,,,,,31:03.3,31:03.3,S06867,EXXONMOBIL LUBRICANTS PRIVATE LIMITED - WEST BENGAL,19AABCE0207H1Z3,,"20Cube Warehousing and Distribution Pvt Ltd,KOLKATAWest BengalIndia",AABCE0207H  ,close
84,AN24-25/PO 799,01-03-2025,,,,,,,,,,31:03.3,31:03.3,S04549,MILLENNIUM RED DOT PRIVATE LIMITED,29AANCM5395G1ZT,,"B-28, 3RD CROSSMAHADEVAPURA, BANGALORE 560048KarnatakaIndia",AANCM5395G  ,close
85,TP24-25POAR 1019,01-03-2025,,,,,,,,,,31:03.3,31:03.3,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  ,close
86,TP24-25POAR 1124,28-03-2025,,,,,,,,,,31:03.3,31:03.3,S00765,CJN HITECH MOTORS PRIVATE LIMITED.,37AAGCC9788E1Z4,,SURVEY NO.714/2THIRUPATIAndhra PradeshIndia,AAGCC9788E  ,close
87,TP24-25/PO 1631,13-03-2025,,,,,,,,,,31:03.3,31:03.3,S07016,JAI BALAJI TRADERS,22AGBPA1724A1ZN,,MAIN ROADCHANDRAPURChhattisgarhIndia,AGBPA1724A  ,close
88,TP24-25POAR 878,25-01-2025,,,,,,,,,,31:03.3,31:03.3,S00009,AGARWAL EARTHMOVING ENTERPRISES-DELHI,07AALPG2743F1ZW,,111-D. KAMALA NAGARDELHIDelhiIndia,AALPG2743F  ,close
89,TP24-25POAR 914,04-02-2025,,,,,,,,,,31:03.3,31:03.3,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  ,close
90,TP24-25POAR 876,24-01-2025,,,,,,,,,,31:03.3,31:03.3,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  ,close
91,TP24-25/PO 1558,28-01-2025,,,,,,,,,,31:03.3,31:03.3,S06899,KEDIA TRADERS,22AGOPK1604Q1Z8,,KEDIA BHAVANBALUMATHChhattisgarhIndia,AGOPK1604Q  ,close
92,HN24-25/PO 9,29-03-2025,,,,,,,,,,31:03.3,31:03.3,S00207,NTR TYRES,37AHRPK6844N1ZE,,15/743 - JAMES GARDENNELLOREAndhra PradeshIndia,AHRPK6844N  ,close
93,AN24-25POAR 766,18-03-2025,,,,,,,,,,31:03.3,31:03.3,S00009,AGARWAL EARTHMOVING ENTERPRISES-DELHI,07AALPG2743F1ZW,,111-D. KAMALA NAGARDELHIDelhiIndia,AALPG2743F  ,close
94,CM24-25/PO 98,20-02-2025,,,,,,,,,,31:03.3,31:03.3,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  ,close
95,TP24-25/PO 1282,26-01-2025,,,,,,,,,,31:03.3,31:03.3,S06415,HYDROTECH HYDRAULIC,22AAPFH7915N1ZV,,"KH-416,PL-279/4 SHOP NO-2 AND 3 GROUND FLOOR,RAIGARHChhattisgarhIndia",AAPFH7915N  ,close
96,AN24-25POAR 713,19-02-2025,,,,,,,,,,31:03.3,31:03.3,S04111,RISHAV AUTOMOBILES - ODISHA,21ALQPD7775A1Z9,,"PLOT.NO 2383/3286,KHATA NO60OdishaIndia",ALQPD7775A  ,close
97,TP24-25/PO 1441,10-02-2025,,,,,,,,,,31:03.3,31:03.3,S03110,NEW DIAMOND ELECTRICALS WORKS,23AGRPM0784A1ZJ,,"Main Road, SingrauliMadhya PradeshIndia",AGRPM0784A  ,close
98,AN24-25POAR 604,11-01-2025,,,,,,,,,,31:03.3,31:03.3,S04483,PPS MOTORS PRIVATE LIMITED - ODISHA,21AAFCP8182N1Z0,,"2ND FLOOR,PLOT NO 80/A,KHORDHAOdishaIndia",AAFCP8182N  ,close
99,CM24-25POAR 1031,03-03-2025,,,,,,,,,,31:03.3,31:03.3,S00618,DOZCO (INDIA) PVT LTD-DHANBAD,20AABCD0776E1Z9,,"1,RAJHANS MANSIONDHANBADJharkhandIndia",AABCD0776E  ,close
100,TP24-25POAR 980,18-02-2025,,,,,,,,,,31:03.3,31:03.3,S06530,DOZCO INDIA PVT LTD - BILASPUR,22AABCD0776E1Z5,,18A & 18C TIFRA INDUSTRIAL AREAChhattisgarhIndia,AABCD0776E  ,close
101,TP24-25/PO 1580,14-02-2025,,,,,,,,,,31:03.3,31:03.3,S06740,UNI LOGITRANS INDIA PRIVATE LIMITED,21AABCU1064A1Z7,,"MOUZA-BRAJRAJNAGAR TOWN UNIT NO,2JHARSUGUDAOdishaIndia",AABCU1064A  ,close
102,TP24-25/PO 1395,07-02-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
103,TP24-25/PO 1526,11-03-2025,,,,,,,,,,31:03.3,31:03.3,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  ,close
104,TP24-25POAR 1077,13-03-2025,,,,,,,,,,31:03.3,31:03.3,S06421,DOZER WORLD PRIVATE LIMITED-CHATTISHGARH,22AADCD2500J1ZA,,"74A INDRA COMM. COMPLEX,TP NAGAR ROAD,ChhattisgarhIndia",AADCD2500J  ,close
105,TP24-25POAR 1057,10-03-2025,,,,,,,,,,31:03.3,31:03.3,S00010,AHSAN PAINTS,23CLHPA2427D1ZU,,Main Road. SingrauliSINGRAULIMadhya PradeshIndia,CLHPA2427D  ,close
106,CM24-25POAR 992,20-02-2025,,,,,,,,,,31:03.3,31:03.3,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  ,close
107,TP24-25POAR 798,06-01-2025,,,,,,,,,,31:03.3,31:03.3,S00765,CJN HITECH MOTORS PRIVATE LIMITED.,37AAGCC9788E1Z4,,SURVEY NO.714/2THIRUPATIAndhra PradeshIndia,AAGCC9788E  ,close
108,AN24-25/PO 789,20-03-2025,,,,,,,,,,31:03.3,31:03.3,S06532,GUPTA BROTHERS,21BKOPG9525K1ZW,,"NH:-55,MAIN ROAD,ANGUL-759122ANGULOdishaIndia",BKOPG9525K  ,close
109,CM24-25POAR 976,12-02-2025,,,,,,,,,,31:03.3,31:03.3,S03528,WIRTGEN INDIA PVT. LTD-JH,20AAACW2816R1Z7,,HOUSE NO. O-SFS99JharkhandIndia,AAACW2816R  ,close
110,PC24-25POAR 604,28-03-2025,,,,,,,,,,31:03.3,31:03.3,S06867,EXXONMOBIL LUBRICANTS PRIVATE LIMITED - WEST BENGAL,19AABCE0207H1Z3,,"20Cube Warehousing and Distribution Pvt Ltd,KOLKATAWest BengalIndia",AABCE0207H  ,close
111,CM24-25POAR 877,07-01-2025,,,,,,,,,,31:03.3,31:03.3,S00891,RAJA MOTOR,               ,,KALI MANDIR.JharkhandIndia,            ,close
112,AN24-25/PO 698,28-02-2025,,,,,,,,,,31:03.3,31:03.3,S06393,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,21AAHCI1010J1Z8,,SAMBALPUROdishaIndia,AAHCI1010J  ,close
